,Unnamed: 0,Session_ID,User_ID,Visit_date,Device_Type,Browser,Operating_System,Traffic_Source,Country,City,Landing_Page,Exit_Page,Bounce,New_or_Returning,Conversation,Pages_Visited,Session_Duration,Page_Views,Clicks,Revenue
2239,2239,ses2240,usd2240,2025-12-14,Desktop,Opera,Windows,Direct,UK,Bangalore,Contact,Blog,No,Returning Visitor,No,40,18,1,23,6254
2240,2240,ses2241,usd2241,2025-07-07,Mobile,Chrome,Linux,Email marketing,India,Bangalore,About us,Blog,Yes,New Visitor,Yes,99,3,6,31,486
2241,2241,ses2242,usd2242,2025-06-29,Desktop,Firefox,MacOS,Direct,Australia,London,Contact,Services,No,New Visitor,No,77,30,6,30,4816
2242,2242,ses2243,usd2243,2025-05-02,Mobile,Firefox,iOS,Organic search,Singapore,Chennai,Products,Home,No,New Visitor,Yes,22,16,18,23,1589
2243,2243,ses2244,usd2244,2025-04-27,Mobile,Firefox,Linux,Referral,Germany,Singapore,About us,Blog,Yes,Returning Visitor,No,4,56,14,13,8468
2244,2244,ses2245,usd2245,2025-02-22,Tablet,Safari,Windows,Email marketing,India,Bangalore,Products,Contact,No,New Visitor,No,16,4,16,27,7010
2245,2245,ses2246,usd2246,2025-11-14,Mobile,Firefox,Android,Email marketing,US,New York,About us,Services,Yes,Returning Visitor,Yes,15,40,6,35,3528
2246,2246,ses2247,usd2247,2025-01-02,Mobile,Opera,Windows,Email marketing,UK,London,Login,Products,No,Returning Visitor,Yes,32,58,4,27,8579
2247,2247,ses2248,usd2248,2025-10-21,Desktop,Chrome,Android,Referral,Singapore,Chennai,Home,Contact,No,New Visitor,Yes,91,9,11,15,6390
2248,2248,ses2249,usd2249,2025-11-07,Mobile,Opera,Linux,Referral,US,Hyderabad,Home,Products,No,New Visitor,No,34,21,14,37,1723
2249,2249,ses2250,usd2250,2025-04-28,Desktop,Opera,Linux,Social media,US,Bangalore,Login,Contact,Yes,Returning Visitor,Yes,98,29,12,6,8925
2250,2250,ses2251,usd2251,2025-03-29,Mobile,Opera,MacOS,Email marketing,UK,London,About us,Contact,No,Returning Visitor,No,89,46,1,2,7433
2251,2251,ses2252,usd2252,2025-06-30,Desktop,Firefox,Windows,Email marketing,Australia,Mumbai,About us,Products,Yes,Returning Visitor,No,75,54,22,35,4413
2252,2252,ses2253,usd2253,2025-06-23,Desktop,Chrome,Windows,Referral,India,Sydney,Pricing,Products,No,Returning Visitor,No,55,45,4,43,3540
2253,2253,ses2254,usd2254,2025-11-26,Mobile,Safari,Linux,Social media,US,Sydney,Blog,Contact,No,Returning Visitor,Yes,19,58,2,20,7091
2254,2254,ses2255,usd2255,2025-11-02,Tablet,Safari,Windows,Referral,Germany,London,Login,Contact,No,New Visitor,Yes,33,44,8,3,1258
2255,2255,ses2256,usd2256,2025-10-08,Tablet,Safari,Android,Email marketing,India,London,Home,Products,Yes,New Visitor,No,88,40,17,39,9616
2256,2256,ses2257,usd2257,2025-11-04,Desktop,Opera,Linux,Paid search,US,New York,About us,Blog,Yes,New Visitor,No,80,19,3,2,5188
2257,2257,ses2258,usd2258,2025-02-22,Mobile,Firefox,Android,Direct,India,Singapore,Products,Contact,Yes,New Visitor,No,40,7,14,48,4713
2258,2258,ses2259,usd2259,2025-07-02,Mobile,Chrome,Android,Paid search,India,Bangalore,About us,Products,No,Returning Visitor,No,56,5,20,3,2960
2259,2259,ses2260,usd2260,2025-10-10,Tablet,Firefox,Android,Paid search,India,Bangalore,Products,Contact,Yes,New Visitor,Yes,62,3,20,6,3436
2260,2260,ses2261,usd2261,2026-01-01,Mobile,Edge,iOS,Direct,Singapore,Hyderabad,Login,Contact,Yes,Returning Visitor,No,41,6,22,27,3383
2261,2261,ses2262,usd2262,2025-03-20,Tablet,Chrome,Android,Referral,Australia,New York,Blog,Pricing,No,New Visitor,No,37,55,1,37,9856
2262,2262,ses2263,usd2263,2025-03-11,Tablet,Safari,Android,Referral,India,Hyderabad,Pricing,Blog,Yes,Returning Visitor,Yes,9,22,15,15,2135
2263,2263,ses2264,usd2264,2025-10-08,Desktop,Chrome,Windows,Referral,US,New York,Pricing,Products,No,Returning Visitor,No,32,24,17,31,4682
2264,2264,ses2265,usd2265,2025-03-05,Mobile,Opera,Linux,Referral,UK,Mumbai,Pricing,Contact,Yes,New Visitor,Yes,23,25,15,5,9067
2265,2265,ses2266,usd2266,2025-12-13,Desktop,Chrome,Android,Direct,Singapore,Mumbai,About us,Products,Yes,Returning Visitor,No,93,12,10,19,4875
2266,2266,ses2267,usd2267,2025-08-20,Tablet,Edge,Windows,Paid search,Germany,Mumbai,About us,Contact,Yes,New Visitor,No,89,59,8,12,3322
2267,2267,ses2268,usd2268,2025-05-07,Desktop,Chrome,Windows,Organic search,Germany,Mumbai,Contact,Contact,No,Returning Visitor,Yes,85,51,18,45,8523
2268,2268,ses2269,usd2269,2025-05-03,Mobile,Safari,MacOS,Social media,Canada,London,Services,Contact,No,New Visitor,Yes,39,53,10,31,4255
2269,2269,ses2270,usd2270,2025-11-03,Mobile,Opera,Windows,Referral,US,New York,Pricing,Contact,No,Returning Visitor,Yes,19,50,12,35,2036
2270,2270,ses2271,usd2271,2025-06-07,Desktop,Edge,MacOS,Organic search,Canada,Hyderabad,Services,Contact,No,New Visitor,Yes,33,51,3,1,1573
2271,2271,ses2272,usd2272,2025-07-17,Mobile,Opera,MacOS,Social media,UK,Bangalore,Services,Services,Yes,New Visitor,No,31,13,2,27,7304
2272,2272,ses2273,usd2273,2025-10-31,Tablet,Edge,Linux,Social media,India,Sydney,About us,Blog,No,New Visitor,No,49,6,16,46,8519
2273,2273,ses2274,usd2274,2025-09-27,Tablet,Chrome,Linux,Referral,Singapore,Mumbai,Blog,Products,Yes,New Visitor,Yes,39,54,18,24,9657
2274,2274,ses2275,usd2275,2025-04-17,Desktop,Edge,Windows,Organic search,US,Bangalore,Pricing,Home,No,Returning Visitor,No,33,31,6,14,6227
2275,2275,ses2276,usd2276,2025-06-03,Mobile,Chrome,Android,Email marketing,UK,London,Blog,Services,No,Returning Visitor,Yes,66,55,16,14,3271
2276,2276,ses2277,usd2277,2025-09-05,Desktop,Safari,MacOS,Email marketing,UK,New York,Home,Contact,Yes,Returning Visitor,No,58,59,5,17,8634
2277,2277,ses2278,usd2278,2025-11-10,Mobile,Safari,Linux,Organic search,Australia,Chennai,Contact,Blog,Yes,Returning Visitor,Yes,58,19,5,34,7314
2278,2278,ses2279,usd2279,2025-09-01,Desktop,Opera,iOS,Referral,UK,Mumbai,Contact,Pricing,Yes,New Visitor,Yes,91,35,21,25,6585
2279,2279,ses2280,usd2280,2025-05-21,Tablet,Firefox,Linux,Paid search,Australia,Mumbai,About us,Contact,Yes,Returning Visitor,No,54,17,8,42,5804
2280,2280,ses2281,usd2281,2025-11-29,Mobile,Safari,Windows,Paid search,Germany,Mumbai,Contact,Pricing,Yes,Returning Visitor,Yes,96,49,23,34,3878
2281,2281,ses2282,usd2282,2025-03-14,Tablet,Edge,iOS,Referral,India,Sydney,Blog,Pricing,Yes,Returning Visitor,No,6,19,16,40,6274
2282,2282,ses2283,usd2283,2025-03-31,Tablet,Chrome,Linux,Referral,UK,Chennai,Products,Pricing,Yes,Returning Visitor,No,14,25,22,22,6529
2283,2283,ses2284,usd2284,2025-12-29,Tablet,Chrome,Android,Social media,Germany,Mumbai,Home,Contact,No,Returning Visitor,Yes,70,25,17,9,4008
2284,2284,ses2285,usd2285,2025-01-23,Tablet,Firefox,Linux,Email marketing,Singapore,London,Services,Home,Yes,New Visitor,No,44,19,6,23,9371
2285,2285,ses2286,usd2286,2025-06-16,Tablet,Edge,Android,Organic search,Germany,London,Blog,Pricing,No,Returning Visitor,Yes,34,33,4,42,6217
2286,2286,ses2287,usd2287,2025-04-27,Mobile,Safari,Linux,Organic search,Germany,Singapore,Contact,Home,No,New Visitor,No,84,5,12,17,5305
2287,2287,ses2288,usd2288,2025-04-18,Mobile,Firefox,MacOS,Direct,Germany,Singapore,Blog,Products,Yes,Returning Visitor,No,45,11,18,9,1235
2288,2288,ses2289,usd2289,2025-12-09,Mobile,Safari,Linux,Referral,Singapore,Chennai,About us,Services,No,New Visitor,No,13,31,24,36,2465
2289,2289,ses2290,usd2290,2025-08-05,Mobile,Firefox,iOS,Referral,US,Hyderabad,Blog,Pricing,No,Returning Visitor,No,17,52,13,37,9908
2290,2290,ses2291,usd2291,2025-05-30,Tablet,Edge,MacOS,Social media,Germany,New York,Home,Products,No,Returning Visitor,Yes,46,5,18,23,4735
2291,2291,ses2292,usd2292,2025-04-10,Mobile,Safari,iOS,Social media,UK,Delhi,Pricing,Pricing,Yes,Returning Visitor,No,86,53,14,9,2050
2292,2292,ses2293,usd2293,2025-12-18,Desktop,Opera,Linux,Email marketing,Australia,Bangalore,About us,Blog,Yes,New Visitor,Yes,97,25,18,25,8298
2293,2293,ses2294,usd2294,2025-02-22,Tablet,Chrome,Android,Direct,Singapore,Singapore,Blog,Home,No,Returning Visitor,Yes,23,43,6,43,3336
2294,2294,ses2295,usd2295,2025-01-17,Desktop,Safari,iOS,Referral,Singapore,Chennai,Contact,Home,Yes,New Visitor,No,42,23,3,18,6079
2295,2295,ses2296,usd2296,2025-01-29,Desktop,Opera,Windows,Email marketing,Singapore,Mumbai,Services,Products,No,Returning Visitor,No,2,43,6,29,5116
2296,2296,ses2297,usd2297,2025-10-25,Desktop,Edge,Windows,Email marketing,Germany,Singapore,Home,Pricing,Yes,Returning Visitor,No,19,48,2,15,9019
2297,2297,ses2298,usd2298,2025-07-03,Mobile,Edge,Windows,Referral,Canada,Bangalore,Login,Contact,Yes,Returning Visitor,Yes,38,24,2,42,8040
2298,2298,ses2299,usd2299,2025-02-09,Mobile,Firefox,MacOS,Email marketing,Australia,London,Home,Products,No,New Visitor,No,99,31,24,17,3895
2299,2299,ses2300,usd2300,2025-08-30,Mobile,Safari,Linux,Paid search,Canada,Bangalore,Contact,Contact,No,Returning Visitor,Yes,36,22,1,44,165
2300,2300,ses2301,usd2301,2025-09-24,Desktop,Safari,Windows,Email marketing,India,Mumbai,Contact,Products,Yes,Returning Visitor,Yes,4,47,16,13,9354
2301,2301,ses2302,usd2302,2025-05-11,Desktop,Chrome,iOS,Email marketing,UK,New York,Blog,Contact,No,Returning Visitor,No,89,55,24,7,6001
2302,2302,ses2303,usd2303,2025-02-01,Desktop,Safari,Windows,Direct,Canada,London,Home,Contact,Yes,New Visitor,Yes,58,41,24,16,6717
2303,2303,ses2304,usd2304,2025-04-24,Mobile,Chrome,iOS,Referral,India,London,Blog,Blog,No,Returning Visitor,No,47,49,11,17,8463
2304,2304,ses2305,usd2305,2025-07-19,Mobile,Edge,MacOS,Referral,US,Hyderabad,About us,Services,No,New Visitor,No,52,28,14,35,1408
2305,2305,ses2306,usd2306,2025-10-10,Mobile,Edge,Windows,Social media,Germany,Bangalore,Home,Services,No,Returning Visitor,Yes,83,38,5,23,2902
2306,2306,ses2307,usd2307,2025-01-18,Mobile,Chrome,Linux,Organic search,India,New York,Pricing,Blog,Yes,Returning Visitor,Yes,78,42,9,36,4707
2307,2307,ses2308,usd2308,2025-10-27,Mobile,Edge,Linux,Referral,Australia,London,Home,Contact,No,New Visitor,Yes,55,49,9,37,2580
2308,2308,ses2309,usd2309,2025-03-26,Desktop,Edge,Linux,Social media,Germany,Sydney,Products,Pricing,Yes,Returning Visitor,No,95,7,6,33,7312
2309,2309,ses2310,usd2310,2025-06-08,Desktop,Opera,MacOS,Organic search,Singapore,Singapore,Products,Blog,Yes,Returning Visitor,Yes,21,24,5,2,6971
2310,2310,ses2311,usd2311,2025-10-27,Tablet,Firefox,MacOS,Paid search,India,Delhi,About us,Blog,Yes,Returning Visitor,Yes,38,27,17,21,7694
2311,2311,ses2312,usd2312,2025-07-12,Mobile,Edge,MacOS,Social media,Canada,Mumbai,Blog,Contact,No,New Visitor,No,32,59,10,47,6258
2312,2312,ses2313,usd2313,2025-12-29,Mobile,Safari,iOS,Email marketing,US,Hyderabad,Contact,Products,Yes,Returning Visitor,No,2,44,23,28,7786
2313,2313,ses2314,usd2314,2025-12-10,Desktop,Firefox,Linux,Email marketing,Canada,Chennai,Blog,Blog,No,New Visitor,Yes,80,42,8,46,4694
2314,2314,ses2315,usd2315,2025-11-21,Tablet,Opera,Android,Email marketing,India,Chennai,About us,Services,No,New Visitor,No,68,56,9,17,9348
2315,2315,ses2316,usd2316,2025-02-26,Mobile,Firefox,Android,Referral,Germany,Bangalore,Contact,Contact,Yes,Returning Visitor,No,26,6,1,5,4916
2316,2316,ses2317,usd2317,2025-10-26,Desktop,Firefox,Windows,Referral,Australia,Mumbai,Pricing,Products,Yes,New Visitor,No,74,23,8,45,2803
2317,2317,ses2318,usd2318,2025-09-13,Tablet,Opera,Windows,Referral,Singapore,Bangalore,Blog,Contact,Yes,Returning Visitor,No,12,51,7,36,7158
2318,2318,ses2319,usd2319,2025-09-03,Tablet,Firefox,Windows,Paid search,India,Bangalore,Services,Pricing,Yes,New Visitor,Yes,68,10,18,5,740
2319,2319,ses2320,usd2320,2025-06-05,Tablet,Opera,Windows,Email marketing,Australia,London,Products,Contact,No,Returning Visitor,No,15,39,18,35,8185
2320,2320,ses2321,usd2321,2025-04-16,Desktop,Opera,MacOS,Referral,US,Sydney,Home,Services,Yes,New Visitor,No,20,56,15,1,5207
2321,2321,ses2322,usd2322,2025-05-13,Mobile,Safari,Windows,Social media,Australia,New York,Services,Home,No,New Visitor,No,99,3,12,37,1647
2322,2322,ses2323,usd2323,2025-07-10,Mobile,Firefox,Android,Organic search,India,New York,Pricing,Blog,No,Returning Visitor,No,31,49,18,36,5191
2323,2323,ses2324,usd2324,2025-11-03,Tablet,Firefox,MacOS,Social media,UK,London,Products,Products,No,Returning Visitor,Yes,37,8,3,26,3286
2324,2324,ses2325,usd2325,2025-12-10,Desktop,Opera,Android,Email marketing,Canada,Singapore,Contact,Blog,Yes,New Visitor,Yes,50,16,24,27,742
2325,2325,ses2326,usd2326,2025-10-01,Tablet,Edge,MacOS,Direct,UK,Chennai,Products,Blog,Yes,Returning Visitor,No,21,37,20,27,809
2326,2326,ses2327,usd2327,2025-01-29,Tablet,Opera,iOS,Social media,UK,Delhi,Services,Home,No,New Visitor,No,76,46,6,7,5389
2327,2327,ses2328,usd2328,2025-06-17,Desktop,Safari,Windows,Paid search,Singapore,Mumbai,Blog,Contact,No,New Visitor,Yes,93,30,8,32,5903
2328,2328,ses2329,usd2329,2025-11-20,Mobile,Edge,Android,Email marketing,US,Sydney,About us,Products,Yes,New Visitor,Yes,29,33,5,25,9808
2329,2329,ses2330,usd2330,2025-01-04,Mobile,Opera,iOS,Referral,India,Bangalore,Blog,Contact,No,Returning Visitor,No,11,12,3,32,1876
2330,2330,ses2331,usd2331,2025-09-20,Mobile,Chrome,iOS,Email marketing,Canada,Bangalore,Contact,Services,Yes,New Visitor,No,75,44,8,9,9283
2331,2331,ses2332,usd2332,2025-07-10,Mobile,Safari,Linux,Social media,UK,Chennai,Home,Blog,Yes,New Visitor,Yes,14,50,9,30,7143
2332,2332,ses2333,usd2333,2025-05-08,Mobile,Firefox,MacOS,Referral,UK,Delhi,Contact,Contact,Yes,New Visitor,No,39,6,5,22,976
2333,2333,ses2334,usd2334,2025-03-11,Mobile,Safari,MacOS,Organic search,Canada,Singapore,Home,Pricing,Yes,Returning Visitor,No,98,18,8,42,8493
2334,2334,ses2335,usd2335,2025-04-17,Tablet,Chrome,Android,Organic search,Germany,Delhi,Blog,Products,Yes,New Visitor,No,37,41,5,1,9133
2335,2335,ses2336,usd2336,2025-10-14,Mobile,Firefox,iOS,Organic search,Canada,London,Login,Home,Yes,Returning Visitor,No,31,11,11,3,7805
2336,2336,ses2337,usd2337,2025-03-11,Tablet,Firefox,iOS,Social media,UK,New York,Pricing,Pricing,No,New Visitor,No,13,38,9,33,5613
2337,2337,ses2338,usd2338,2025-02-17,Desktop,Firefox,Linux,Social media,Germany,Sydney,Blog,Products,Yes,Returning Visitor,No,26,26,3,14,1542
2338,2338,ses2339,usd2339,2025-08-10,Mobile,Edge,iOS,Social media,US,Bangalore,About us,Contact,No,New Visitor,No,49,42,12,42,8009
2339,2339,ses2340,usd2340,2025-09-22,Desktop,Opera,iOS,Direct,Singapore,Chennai,Products,Pricing,Yes,New Visitor,No,25,1,6,4,373
2340,2340,ses2341,usd2341,2025-04-10,Tablet,Chrome,Android,Referral,Singapore,Delhi,Blog,Home,No,New Visitor,No,77,39,8,25,8886
2341,2341,ses2342,usd2342,2025-04-07,Tablet,Chrome,Linux,Referral,Australia,New York,Services,Products,Yes,New Visitor,Yes,18,8,20,30,5820
2342,2342,ses2343,usd2343,2025-01-21,Tablet,Firefox,Windows,Email marketing,Singapore,Sydney,Login,Pricing,Yes,Returning Visitor,Yes,85,53,11,25,2388
2343,2343,ses2344,usd2344,2025-01-10,Tablet,Firefox,Windows,Direct,Germany,London,Services,Contact,Yes,Returning Visitor,Yes,48,30,19,14,9692
2344,2344,ses2345,usd2345,2025-02-14,Mobile,Safari,iOS,Social media,Germany,Mumbai,About us,Products,Yes,New Visitor,No,47,27,3,27,1194
2345,2345,ses2346,usd2346,2025-09-11,Tablet,Firefox,Linux,Organic search,India,Delhi,Services,Products,No,New Visitor,No,3,14,2,25,9254
2346,2346,ses2347,usd2347,2025-08-29,Tablet,Chrome,Windows,Referral,UK,Singapore,Pricing,Pricing,No,New Visitor,No,57,58,14,5,7084
2347,2347,ses2348,usd2348,2025-05-14,Desktop,Opera,Linux,Email marketing,Singapore,Sydney,Pricing,Contact,Yes,Returning Visitor,Yes,21,51,11,1,8915
2348,2348,ses2349,usd2349,2025-09-06,Tablet,Firefox,MacOS,Referral,Australia,London,Pricing,Home,Yes,New Visitor,Yes,56,39,15,19,9773
2349,2349,ses2350,usd2350,2025-12-29,Desktop,Safari,MacOS,Social media,Singapore,Chennai,Blog,Services,Yes,Returning Visitor,Yes,66,53,12,28,4728
2350,2350,ses2351,usd2351,2025-02-12,Desktop,Opera,Linux,Paid search,Australia,Hyderabad,Contact,Services,Yes,Returning Visitor,No,37,34,14,12,5019
2351,2351,ses2352,usd2352,2025-07-21,Mobile,Edge,Linux,Social media,Germany,Sydney,Pricing,Home,No,New Visitor,No,1,25,9,21,8283
2352,2352,ses2353,usd2353,2025-03-05,Desktop,Chrome,Android,Paid search,Canada,New York,About us,Contact,No,New Visitor,No,39,27,21,43,4202
2353,2353,ses2354,usd2354,2025-03-11,Tablet,Chrome,MacOS,Paid search,Germany,New York,About us,Products,Yes,New Visitor,No,15,5,16,26,8687
2354,2354,ses2355,usd2355,2025-11-20,Mobile,Edge,Windows,Referral,India,London,Products,Contact,Yes,New Visitor,Yes,45,47,6,27,3521
2355,2355,ses2356,usd2356,2025-03-21,Mobile,Firefox,Windows,Organic search,US,London,Login,Home,Yes,Returning Visitor,No,10,11,12,48,4930
2356,2356,ses2357,usd2357,2025-08-23,Tablet,Chrome,Linux,Email marketing,Canada,New York,Pricing,Contact,No,New Visitor,No,80,22,20,10,1297
2357,2357,ses2358,usd2358,2025-09-30,Desktop,Firefox,iOS,Referral,UK,Hyderabad,Login,Blog,No,New Visitor,No,81,19,15,12,9174
2358,2358,ses2359,usd2359,2025-06-03,Desktop,Safari,MacOS,Direct,UK,Delhi,About us,Products,No,New Visitor,Yes,92,16,6,2,4151
2359,2359,ses2360,usd2360,2025-04-23,Tablet,Safari,Android,Referral,Australia,Singapore,Blog,Contact,No,New Visitor,No,39,3,15,40,4979
2360,2360,ses2361,usd2361,2025-09-02,Tablet,Opera,Linux,Social media,Germany,London,Login,Contact,Yes,New Visitor,No,40,41,6,21,6500
2361,2361,ses2362,usd2362,2025-08-27,Mobile,Chrome,Windows,Email marketing,Germany,Sydney,About us,Contact,No,New Visitor,Yes,66,30,21,32,7174
2362,2362,ses2363,usd2363,2025-11-13,Desktop,Chrome,iOS,Paid search,Germany,Delhi,Pricing,Contact,No,New Visitor,Yes,59,30,20,18,1225
2363,2363,ses2364,usd2364,2025-09-06,Desktop,Chrome,iOS,Email marketing,US,Delhi,About us,Services,Yes,Returning Visitor,No,43,16,21,10,7460
2364,2364,ses2365,usd2365,2025-07-23,Mobile,Edge,Windows,Direct,Germany,Sydney,Contact,Products,Yes,Returning Visitor,No,49,47,15,18,2784
2365,2365,ses2366,usd2366,2025-06-29,Mobile,Safari,Linux,Email marketing,Canada,Delhi,Home,Contact,No,Returning Visitor,No,39,56,22,26,4555
2366,2366,ses2367,usd2367,2025-11-26,Mobile,Edge,Android,Email marketing,India,Singapore,Home,Contact,Yes,New Visitor,Yes,89,45,23,25,4537
2367,2367,ses2368,usd2368,2025-11-08,Desktop,Chrome,iOS,Social media,Canada,Mumbai,Products,Services,No,New Visitor,No,48,4,17,32,8018
2368,2368,ses2369,usd2369,2025-01-31,Desktop,Opera,iOS,Social media,Canada,Mumbai,Pricing,Products,No,New Visitor,Yes,29,20,19,12,6216
2369,2369,ses2370,usd2370,2025-06-03,Desktop,Chrome,Android,Direct,Germany,Chennai,Contact,Contact,No,New Visitor,Yes,16,27,2,10,2818
2370,2370,ses2371,usd2371,2025-08-06,Desktop,Edge,MacOS,Organic search,UK,Bangalore,Blog,Blog,Yes,New Visitor,No,91,14,23,19,4351
2371,2371,ses2372,usd2372,2025-06-12,Desktop,Firefox,Windows,Organic search,India,New York,Contact,Home,Yes,New Visitor,No,92,2,12,49,5036
2372,2372,ses2373,usd2373,2025-10-09,Tablet,Edge,Linux,Paid search,India,Bangalore,Login,Home,Yes,Returning Visitor,No,81,2,12,28,9448
2373,2373,ses2374,usd2374,2025-07-25,Mobile,Chrome,MacOS,Paid search,Australia,Delhi,About us,Contact,Yes,New Visitor,No,36,17,6,18,4511
2374,2374,ses2375,usd2375,2025-10-30,Desktop,Edge,iOS,Email marketing,Australia,London,Blog,Services,No,Returning Visitor,Yes,82,14,1,20,146
2375,2375,ses2376,usd2376,2025-04-29,Tablet,Firefox,Android,Social media,UK,Hyderabad,Contact,Home,No,Returning Visitor,No,50,24,16,1,9554
2376,2376,ses2377,usd2377,2025-01-09,Mobile,Edge,Linux,Email marketing,Australia,Sydney,Blog,Contact,Yes,Returning Visitor,Yes,65,55,3,44,3094
2377,2377,ses2378,usd2378,2025-03-07,Desktop,Opera,Linux,Direct,Canada,Singapore,Services,Pricing,Yes,Returning Visitor,Yes,86,48,5,10,290
2378,2378,ses2379,usd2379,2025-03-19,Mobile,Edge,MacOS,Direct,UK,New York,Blog,Blog,No,Returning Visitor,Yes,2,24,12,25,4470
2379,2379,ses2380,usd2380,2025-09-23,Tablet,Safari,Windows,Paid search,Singapore,Bangalore,Pricing,Services,No,New Visitor,No,63,12,4,4,1107
2380,2380,ses2381,usd2381,2025-12-15,Desktop,Firefox,iOS,Social media,Canada,Mumbai,Products,Pricing,Yes,Returning Visitor,Yes,37,43,24,49,5389
2381,2381,ses2382,usd2382,2025-07-12,Mobile,Firefox,Android,Referral,India,Chennai,Blog,Pricing,Yes,New Visitor,Yes,85,31,16,36,9631
2382,2382,ses2383,usd2383,2025-11-29,Desktop,Chrome,MacOS,Paid search,UK,Chennai,About us,Blog,Yes,New Visitor,Yes,11,46,16,16,4150
2383,2383,ses2384,usd2384,2025-03-25,Tablet,Opera,Windows,Organic search,UK,London,Pricing,Blog,Yes,New Visitor,No,72,1,6,36,9647
2384,2384,ses2385,usd2385,2025-10-28,Tablet,Chrome,Windows,Organic search,India,Mumbai,Services,Services,No,Returning Visitor,No,84,54,21,21,3441
2385,2385,ses2386,usd2386,2025-01-20,Tablet,Chrome,Linux,Social media,US,Singapore,Home,Contact,No,Returning Visitor,Yes,90,35,4,27,5924
2386,2386,ses2387,usd2387,2025-02-07,Tablet,Firefox,Linux,Paid search,Australia,Bangalore,Blog,Home,No,New Visitor,No,24,37,16,13,21
2387,2387,ses2388,usd2388,2025-08-27,Mobile,Opera,iOS,Organic search,Australia,Delhi,Pricing,Pricing,Yes,Returning Visitor,No,22,56,5,16,5399
2388,2388,ses2389,usd2389,2025-07-29,Desktop,Chrome,Android,Social media,Germany,Chennai,Pricing,Blog,Yes,New Visitor,No,81,16,3,26,8890
2389,2389,ses2390,usd2390,2025-11-23,Tablet,Firefox,Linux,Social media,Germany,London,Pricing,Contact,Yes,New Visitor,Yes,73,42,13,37,2678
2390,2390,ses2391,usd2391,2025-08-13,Mobile,Safari,Windows,Email marketing,Germany,Mumbai,Contact,Pricing,Yes,Returning Visitor,No,73,2,23,17,9615
2391,2391,ses2392,usd2392,2025-09-19,Tablet,Opera,iOS,Referral,UK,New York,Pricing,Contact,Yes,Returning Visitor,No,98,37,18,47,4085
2392,2392,ses2393,usd2393,2025-09-02,Desktop,Safari,Windows,Direct,Singapore,Mumbai,Products,Home,No,New Visitor,No,52,22,3,40,5906
2393,2393,ses2394,usd2394,2025-10-16,Tablet,Chrome,MacOS,Email marketing,Canada,Chennai,Login,Services,Yes,New Visitor,No,67,56,6,11,2656
2394,2394,ses2395,usd2395,2025-09-20,Mobile,Edge,iOS,Referral,US,Singapore,Contact,Services,No,New Visitor,No,37,48,9,25,7451
2395,2395,ses2396,usd2396,2025-10-30,Mobile,Opera,iOS,Paid search,Germany,Delhi,Products,Pricing,No,New Visitor,Yes,56,54,2,39,514
2396,2396,ses2397,usd2397,2025-08-04,Mobile,Chrome,iOS,Referral,Australia,New York,Blog,Pricing,Yes,New Visitor,Yes,12,21,24,21,2414
2397,2397,ses2398,usd2398,2025-12-24,Tablet,Chrome,MacOS,Organic search,UK,Singapore,Login,Pricing,No,Returning Visitor,Yes,25,54,22,26,160
2398,2398,ses2399,usd2399,2025-10-26,Tablet,Chrome,MacOS,Email marketing,India,New York,Home,Blog,Yes,New Visitor,Yes,82,18,2,4,702
2399,2399,ses2400,usd2400,2025-02-25,Tablet,Firefox,MacOS,Organic search,Singapore,Hyderabad,About us,Home,No,Returning Visitor,No,26,43,12,32,9008
2400,2400,ses2401,usd2401,2025-05-26,Mobile,Opera,Android,Referral,India,Delhi,About us,Products,No,New Visitor,Yes,50,41,11,39,335
2401,2401,ses2402,usd2402,2025-12-27,Desktop,Opera,iOS,Email marketing,India,Sydney,About us,Blog,No,Returning Visitor,No,66,48,14,7,3375
2402,2402,ses2403,usd2403,2025-02-17,Tablet,Edge,Android,Referral,UK,London,Login,Pricing,Yes,Returning Visitor,No,27,41,20,1,8835
2403,2403,ses2404,usd2404,2025-12-31,Tablet,Chrome,Linux,Direct,UK,Bangalore,About us,Blog,No,Returning Visitor,No,14,43,2,1,6384
2404,2404,ses2405,usd2405,2025-08-12,Mobile,Edge,Linux,Paid search,Australia,Chennai,Login,Contact,Yes,Returning Visitor,Yes,3,28,5,19,9092
2405,2405,ses2406,usd2406,2025-01-16,Mobile,Firefox,Windows,Email marketing,India,Sydney,Home,Pricing,Yes,New Visitor,No,51,37,23,45,6565
2406,2406,ses2407,usd2407,2025-03-14,Tablet,Opera,Android,Email marketing,Singapore,Bangalore,Blog,Home,No,New Visitor,No,7,6,6,12,5099
2407,2407,ses2408,usd2408,2025-11-08,Desktop,Chrome,MacOS,Referral,Singapore,New York,Services,Home,Yes,New Visitor,Yes,72,6,16,15,9013
2408,2408,ses2409,usd2409,2025-07-11,Mobile,Firefox,Windows,Organic search,Australia,Bangalore,Pricing,Pricing,Yes,Returning Visitor,No,99,4,9,18,747
2409,2409,ses2410,usd2410,2025-02-07,Mobile,Chrome,Linux,Organic search,Singapore,Hyderabad,Home,Pricing,No,Returning Visitor,Yes,92,56,3,15,34
2410,2410,ses2411,usd2411,2025-05-10,Mobile,Opera,Android,Social media,US,Bangalore,Products,Pricing,Yes,Returning Visitor,Yes,76,56,21,1,5664
